,train,val,test
224,1463717B09#4_13,,
225,1463717B10#4_14,,
226,1482921A01#4_15,,
227,1482921A02#4_16,,
228,1482921A03#4_17,,
229,1482921A04#4_18,,
230,1482921A05#4_19,,
231,1482921A06#4_20,,
232,1482921A07#5_1,,
233,1491815A01#5_8,,
234,1491815A02#5_9,,
235,1491815A03#5_10,,
236,1491815A04#5_11,,
237,1491815A05#5_12,,
238,1491815A06#5_13,,
239,1491815A07#5_14,,
240,1491815A08#5_15,,
241,1494509A01#6_3,,
242,1494509A02#6_4,,
243,1494509A03#6_5,,
244,1494509A04#6_6,,
245,1494509A05#6_7,,
246,1494509A06#6_8,,
247,1494509A07#6_9,,
248,1520691A01#6_16,,
249,1520691A02#6_17,,
250,1520691A03#6_18,,
251,1520691A04#6_19,,
252,1520691A05#6_20,,
253,1520691A06#19_1,,
254,1549139A01#19_18,,
255,1549139A02#19_19,,
256,1549139A03#19_20,,
257,1549139A04#20_1,,
258,1549139A05#20_2,,
259,1561277B01#2_1,,
260,1561277B02#2_2,,
261,1561277B03#2_3,,
262,1561277B04#2_4,,
263,1561277B05#2_5,,
264,X125675A01#2_14,,
265,X125675A02#2_15,,
266,X125675A03#2_16,,
267,X125675A04#2_17,,
268,X125675A05#2_18,,
269,X125675A06#2_19,,
270,X125675A07#2_20,,
271,X125675A08#3_1,,
272,X125675A09#3_2,,
273,X125675A10#3_3,,
274,X125675A11#3_4,,
275,X125675A12#3_5,,
276,X125675A13#3_6,,
277,X125675A14#3_7,,
278,X125675A15#3_8,,
279,X150846A01#4_1,,
280,X150846A02#4_2,,
281,X150846A03#4_3,,
282,X150846A04#4_4,,
283,X150846A05#4_5,,
284,X150846A06#4_6,,
285,X150846A07#4_7,,
286,X150846A08#4_8,,
287,X169778A01#5_3,,
288,X169778A02#5_4,,
289,X169778A03#5_5,,
290,X169778A04#5_6,,
291,X169778A05#5_7,,
292,X169778A06#5_8,,
293,X169778A07#5_9,,
294,X169778A08#5_10,,
295,X211079A01#9_3,,
296,X211079A02#9_4,,
297,X211079A03#9_5,,
298,X211079A04#9_6,,
299,X211079A05#9_7,,
300,X211079A06#9_8,,
301,X211079A07#9_9,,
302,X211079A08#9_10,,
303,X224490A01#9_19,,
304,X224490A02#9_20,,
305,X224490A03#10_1,,
306,X224490A04#10_2,,
307,X224490A05#10_3,,
308,X224490A06#10_4,,
309,X224490A07#10_5,,
310,X224490A08#10_6,,
311,X225774A01#10_7,,
312,X225774A02#10_8,,
313,X225774A03#10_9,,
314,X225774A04#10_10,,
315,X225774A05#10_11,,
316,X225774A06#10_12,,
317,X225774A07#10_13,,
318,X225774A08#10_14,,
319,X242275A01#11_3,,
320,X242275A02#11_4,,
321,X242275A03#11_5,,
322,X242275A04#11_6,,
323,X242275A05#11_7,,
324,X242275A06#11_8,,
325,X242275A07#11_9,,
326,X242275A08#11_10,,
